timestamp,well_id,SPM,PPRL,MPRL,PRLR,SCA,pump_fillage,LVI,sb_friction,TDS,gearbox_temp,rod_stretch,FLP,stage,failure_event,label_24h,label_48h,label_72h,well_fails,rolling_anomaly_24h,MSI
2025-12-01 00:00:00,PDO-AML-003,5.503648301837544,19829.02702552738,8045.325471722464,11783.701553804916,11.790767686103427,95.55202305228018,0.09487638162862028,0.3170860358510445,0.04577092602279839,59.98667924910944,1.0534608101536316,10060.982678310253,0,0,0,0,0,0,0.0,
2025-12-01 00:10:00,PDO-AML-003,5.532905518433802,19848.645544222098,8013.0291082185395,11835.616436003558,11.864967327712296,99.2787803755867,0.07530983949157646,0.3085034460721289,0.04989573232021629,60.18675683068248,1.0604351769287257,9953.777531340393,0,0,0,0,0,0,0.0,
2025-12-01 00:20:00,PDO-AML-003,5.513493280485409,20351.865282931336,8190.820896340661,12161.044386590675,12.258036265269928,95.75460902843679,0.09961874301504774,0.3173693077824188,0.048072969019710574,59.87914777367066,1.078299062854023,9980.718103797932,0,0,0,0,0,0,0.0,
2025-12-01 00:30:00,PDO-AML-003,5.472632273744168,20040.242852170388,7914.588020144261,12125.654832026128,12.188632031759076,96.17657936214655,0.1265831787947495,0.31046288469350225,0.046499334322544765,60.971056119544684,1.069307713868389,9889.575351954676,0,0,0,0,0,0,0.0,
2025-12-01 00:40:00,PDO-AML-003,5.531979708617143,20180.07216929934,8171.752212703964,12008.319956595376,12.10644087377666,95.24010937023795,0.09137312903907033,0.30893998554748536,0.06704866514284727,60.21180545492002,1.077521919178574,10144.429584277954,0,0,0,0,0,0,0.0,
2025-12-01 00:50:00,PDO-AML-003,5.54376142981378,20178.938146855024,8003.528885169683,12175.409261685341,12.292179870432877,95.4967039692562,0.07745372691529982,0.2949897019798704,0.038870079730548825,59.24612687055369,1.060133030174287,10026.025730391957,0,0,0,0,0,0,1.3445192186695496,0.1513363956792387
2025-12-01 01:00:00,PDO-AML-003,5.574105938840842,20057.961014576547,8087.799365072166,11970.161649504382,12.130761366161327,98.22817320840335,0.10469117660811356,0.3041547746303293,0.07971203843612534,59.332855388751476,1.08655303284815,9836.602603557578,0,0,0,0,0,0,0.5583064572300581,0.2532164121162736
2025-12-01 01:10:00,PDO-AML-003,5.575892368903463,20348.04923516034,8073.901028011769,12274.14820714857,12.470928735743174,96.74641885431342,0.08459801759337009,0.2995059084657799,0.04311547508699862,60.21233975114724,1.0770653504175465,9987.408978623918,0,0,0,0,0,0,0.8092395271731898,0.1706528749516055
2025-12-01 01:20:00,PDO-AML-003,5.501182569328206,20444.353120944867,7903.627336375718,12540.72578456915,12.754705286118789,96.85944188091791,0.10385874211015292,0.3150116759397501,0.06176897783682301,61.25293287099072,1.0678615566310725,10234.785425873353,0,0,0,0,0,0,0.6910411999138959,0.2315815374333043
2025-12-01 01:30:00,PDO-AML-003,5.52840444053189,20237.582225115122,8164.729217989392,12072.85300712573,12.3007836307129,97.29062268017833,0.09901228295436619,0.3017869376317497,0.06738954637197982,58.480857430165074,1.076885139698244,10188.842771285788,0,0,0,0,0,0,0.5031653493228145,0.22699609805816845
